Patrol Bureau,,
Backing Unsafely,23,251
Bike Lane,81,1258
Bus Lane,374,1397
Cell Phone,881,13757
Commercial Veh on Pkwy,8,157
Cruising For Passengers,0,2
Disobey Traffic Control Device,4557,62025
Driving Too Slow,2,13
Equipment,768,9896
Equipment (Other),5,23
Excessive Noise,0,2
Fail to Keep Right,7,58
Fail to yield Right of Way to Pedestrian,2031,31512
Failure to Signal,376,4950
Failure to yield Right of Way to Vehicle,1,26
Following Too Closely,16,142
Improper Passing,78,931
Improper Taxi Pickup,1,46
Improper Turn,1923,27174
Improper/Missing Plates,122,939
Lamps and Other Equipment on Bicycle,1,39
Motorcycle (Other),37,407
Not Giving R of W to Veh.,37,428
Obstructed Plate,739,4616
One Way Street,105,1145
Overheight,0,3
Overlength,0,17
Overweight,0,3
Overwidth,0,1
Pavement Markings,3,91
Red Light,2782,32004
School Bus,11,730
Scooter In NYC,0,7
Seat Belt,1523,23163
Speeding,2996,49999
Spillback,10,255
TBTA Rule,0,2
Tints,1089,12425
TLC (Other),0,0
Truck Route,33,1208
Uninspected,143,1311
Uninsured,497,4862
Unlicensed Operator,2199,23373
Unregistered,1035,7736
Unsafe Lane Change,61,896
Other Movers,2442,33936
TOTAL Movers,26997,353216
