Transportation Bureau,,
Backing Unsafely,1,36
Bike Lane,1,26
Bus Lane,0,181
Cell Phone,113,1066
Commercial Veh on Pkwy,75,1129
Cruising For Passengers,0,5
Disobey Traffic Control Device,924,13342
Driving Too Slow,1,3
Equipment,880,4668
Equipment (Other),0,7
Excessive Noise,0,1
Fail to Keep Right,1,17
Fail to yield Right of Way to Pedestrian,141,3231
Failure to Signal,71,1154
Failure to yield Right of Way to Vehicle,0,6
Following Too Closely,18,251
Improper Passing,6,173
Improper Taxi Pickup,4,396
Improper Turn,142,4010
Improper/Missing Plates,7,106
Lamps and Other Equipment on Bicycle,0,5
Motorcycle (Other),18,81
Not Giving R of W to Veh.,4,95
Obstructed Plate,66,758
One Way Street,12,527
Overheight,3,47
Overlength,18,298
Overweight,14,1102
Overwidth,12,187
Pavement Markings,4,52
Red Light,83,1359
School Bus,0,29
Scooter In NYC,0,0
Seat Belt,575,3249
Speeding,3993,46388
Spillback,40,613
TBTA Rule,0,0
Tints,172,3149
TLC (Other),0,0
Truck Route,106,1121
Uninspected,39,462
Uninsured,78,823
Unlicensed Operator,430,3990
Unregistered,119,1181
Unsafe Lane Change,58,817
Other Movers,385,5057
TOTAL Movers,8614,101198
